,hashtag,hashtag_class,true_segmentation
7172,ХодеУченияЗапад,10,000100000100001
7173,МосквеМайорПолиции,10,000001000010000001
7174,СержантыСтаршиныПрапорщики,10,00000001000000010000000001
7175,КлиентыПочтыРоссии,10,000000100001000001
7176,ДокументовГосударственныхНаград,10,0000000001000000000000001000001
7177,СкоростнойРежимУчетом,10,000000000100001000001
7178,АварийноСпасательногоОтряда,10,000000010000000000001000001
7179,ПочтароссииМаркиФилателия,10,0000000000100001000000001
7180,Российской9500ДвиженияДорожного,10,0000000001000100000001000000001
7181,662УвдГибддДпс,10,00100100001001
7182,КомандованиемХасанаГенерала3400,10,0000000000001000001000000010001
7183,СотрудникиОтдельногоБатальона,10,00000000010000000001000000001
7184,ВедомстваГлаваВоенного6,10,00000000100001000000011
7185,ВладимирПучковПоздравил,10,00000001000001000000001
7186,ПриобретениеСбыт27Официальных,10,00000000000100010100000000001
7187,Назначения6СтратегическогоВойск,10,0000000001100000000000000100001
7188,ПлотногоТелосложенияВолосы,10,00000001000000000001000001
7189,ЗаконопослушныхВыходных3Мвд,10,000000000000001000000011001
7190,СлужебныхОбязанностейВысокие,10,0000000010000000000010000001
7191,ПрекращенияБоевыхДействий,10,0000000000100000100000001
7192,ДрузьяОтличная8Новость,10,0000010000000110000001
7193,ДокументовОфициальныхГосударственных40,10,00000000010000000000100000000000000101
7194,ЛоготипомПочтыРоссии,10,00000000100001000001
7195,ПолугодиеКонца9037Года,10,0000000010000100010001
7196,ГибддТнрэрУлица,10,000010000100001
7197,ТоржественнойЦеремонииОткрытия,10,000000000000100000000100000001
7198,АрмииСергея31Шойгу,10,000010000010100001
7199,МчсроссииЧрезвычайныйблогерМчс796,10,000000001000000000000000001001001
7200,ИзъялиНезаконногоОборота,10,000001000000000010000001
7201,ПодмосковномПаркеПатриот,10,000000000001000010000001
7202,4ХодеОперативноРазыскных,10,100010000000001000000001
7203,АварийнойПодводнойЛодки,10,00000000100000000100001
7204,ГрабежеМвдМвдроссии,10,0000001001000000001
7205,МчсРоссииУдалось,10,0010000010000001
7206,ТерриторииМосковскогоРегиона,10,0000000001000000000010000001
7207,4ВойскаПравительственныеПоддержке,10,100000100000000000000001000000001
7208,Месяцев308ГодаИтогам,10,00000010010001000001
7209,УслугГосударственныхМуниципальных554,10,000010000000000000010000000000001001
7210,ДорожноТранспортноеПроизошло86,10,000000100000000000100000000101
7211,МестаМеждународногоПочтового,10,0000100000000000001000000001
7212,СсылкаСайтАрмейских,10,0000010001000000001
7213,0978КонкурсаЭтапеАвиадартс,10,00010000000100001000000001
7214,93ПотерпевшейСловамГрабеже,10,01000000000010000010000001
7215,ЛучшийКонкурса521Урок,10,000001000000010010001
7216,Отставке2381МилицииАлександр,10,0000000100010000001000000001
7217,226ПодробностиАлександрКнязев,10,00100000000001000000001000001
7218,АдминистративныеСоставлены7515Протоколы,10,000000000000000100000000010001000000001
7219,РамкахМеждународногоВоенно,10,00000100000000000001000001
7220,Октября7356ГодаМвд,10,000000100010001001
7221,ПодозреваемогоГрабеже034Задержали,10,000000000000010000001001000000001
7222,Уииос83НачальникаВрио,10,000010100000000010001
7223,МосквеГузь713Екатерина,10,0000010001001000000001
7224,ЗдоровыйОбразЖизни,10,000000010000100001
7225,ПреступленияПредусмотренного0Признакам,10,00000000000100000000000000011000000001
7226,ОтделенияПочтовойСвязи,10,0000000010000000100001
7227,5457ГородуМосквеРоссии,10,0001000001000001000001
7228,ПримитеИскренниеПожелания,10,0000001000000001000000001
7229,МобильныхТелефоновМвдроссии,10,000000001000000001000000001
7230,7196ТитовУстановленоЮрий,10,000100001000000000010001
7231,ДругиеПочетныеГости,10,0000010000000100001
7232,ПодозрениюНападении0Разбойном,10,00000000010000000011000000001
7233,ИнтереснознатьПисьмаДрузья,10,00000000000001000001000001
7234,ПередачаСбытХранение,10,00000001000100000001
7235,Телефонов042ПетровкаМвд,10,00000000100100000001001
7236,КрылатыхРакетПуски221,10,000000010000100001001
7237,ПочтойВместеРоссии0,10,0000010000010000011
7238,ПочтароссииОткрыткиМосква702,10,0000000000100000001000001001
7239,617РоссииМвдОтдел,10,00100000100100001
7240,ГибддУвдЗао,10,00001001001
7241,ЦеремонияНагражденияПобедителей,10,0000000010000000000100000000001
7242,РедакторГазетыПетровка,10,0000000100000100000001
7243,ПраздничныхМероприятийПосвященных,10,000000000010000000000100000000001
7244,КонкурсаВоенноМедицинская,10,0000000100000100000000001
7245,ПоисковоСпасательнымРаботам,10,000000010000000000010000001
7246,ВысшегоВоенноМорского,10,000000100000100000001
7247,ОтрадноеРоссии964Району,10,00000001000001001000001
7248,Лиц231ГражданстваГраждан,10,001001000000000010000001
7249,ОкругаВоенного18Особого,10,00000100000001010000001
7250,ПодготовкиИнструкторовСлужебной,10,0000000001000000000001000000001
7251,ПервоеПолугодиеГода,10,0000010000000010001
7252,ВсемирныйПочтовыйСоюз,10,000000001000000010001
7253,ПочтыРоссииАдресу,10,00001000001000001
7254,Вооруженные712СилыПредставят,10,0000000000100100010000000001
7255,СилРеспубликиБеларусь859,10,001000000000100000001001
7256,878ОрганизацииОбеспеченияТылового,10,001000000000010000000000100000001
7257,ДедАкциюПолицейский800,10,0010000100000000001001
7258,ТечениеНесколькихДней,10,000000100000000010001
7259,ГотовыСегодня857Объявить,10,000001000000100100000001
7260,82ПротивопожарнойАкадемииГосударственной,10,0100000000000000100000001000000000000001
7261,НезаконныеХранение8Приобретение,10,0000000001000000011000000000001
7262,ВсероссийскогоФестиваляТематике,10,0000000000000100000000100000001
7263,ДобросовестноеВыполнениеСлужебных,10,000000000000010000000001000000001
7264,931РоссииПолицииПолковник,10,0010000010000001000000001
7265,УвдРаботеЛичным,10,001000001000001
