,hashtag,hashtag_class,true_segmentation
2738,сайты,5,00001
2739,рублейстоимостью02тысяч,7,00000100000000010100001
2740,проводятмероприятиянаправленные,7,0000000100000000001000000000001
2741,озера,5,00001
2742,7370бронетехнику,5,0001000000000001
2743,указаниясотрудников,6,0000000100000000001
2744,которойнеизвестноиюля,7,000000100000000010001
2745,аналоговотношении238,6,00000001000000001001
2746,обеспечен,5,000000001
2747,годарожденияуроженку,7,00010000000100000001
2748,учебном87центре,6,000000101000001
2749,сотрудникамиполицииувд,7,0000000000010000001001
2750,совместноестратегическоеучение,7,000000000100000000000001000001
2751,рамкахармейских,6,000001000000001
2752,встреча74главы,6,00000010100001
2753,боевыхкораблейсудов,7,0000010000000100001
2754,официальнаяинформация,6,000000000010000000001
2755,поддержкероссийскихвкс,7,0000000010000000001001
2756,четырераза,6,0000010001
2757,плохой48видимости,6,00000101000000001
2758,следамзадержали,6,000001000000001
2759,звании,5,000001
2760,помещение,5,000000001
2761,близкое,5,0000001
2762,условияхарктических1136,6,00000001000000000010001
2763,стран6разных,6,000011000001
2764,четверых,5,00000001
2765,выполнилиупражнения,6,0000000010000000001
2766,иркутскойобласти,6,0000000010000001
2767,награда9217полицияновости,7,0000001000100000010000001
2768,полетов,5,0000001
2769,похищенный,5,0000000001
2770,организациями,5,0000000000001
2771,силино,5,000001
2772,8отправителем,5,1000000000001
2773,учебномуновому15году,7,00000001000001010001
2774,обращениевышел,6,00000000100001
2775,полицииюговосточного,7,00000010010000000001
2776,друзей,5,000001
2777,организациипроституциейзанятия4,7,0000000000100000000000100000011
2778,9643выписать,5,000100000001
2779,1годасентября,6,1000100000001
2780,любвисемьиверности928,7,000010000100000001001
2781,0945северногофлота,6,000100000000100001
2782,морозомдедом6674,6,0000001000010001
2783,глазах3,5,0000011
2784,организованы27будут,6,0000000000010100001
2785,обороныроссиигенерал,7,00000010000010000001
2786,участиепринимают1,6,00000010000000011
2787,разудалова7,5,00000000011
2788,7375добрыми,5,00010000001
2789,20московскому,5,0100000000001
2790,противника45ходеусловного,7,0000000001010001000000001
2791,вооруженныхсилреспублики,7,000000000010010000000001
2792,бережно,5,0000001
2793,погаситьспециальнымштемпелем,7,0000000100000000001000000001
2794,ветерановмчсроссии,7,000000001001000001
2795,4957полковником,5,000100000000001
2796,будутзадействованы,6,000010000000000001
2797,общаясуммаущерба8,7,00001000010000011
2798,средствсвязи,6,000000100001
2799,печатью,5,0000001
2800,советаобщественного8898председателем,7,000001000000000000100010000000000001
2801,гагарин01,5,000000101
2802,наркотическихсредствкрупном,7,000000000000100000010000001
2803,избранаподозреваемому5023,6,0000001000000000000010001
2804,омск,5,0001
2805,заключении,5,0000000001
2806,полицияновостидтп,7,00000010000001001
2807,отделениерегистрации,6,00000000100000000001
2808,особоеместо,6,00000100001
2809,наши,5,0001
2810,главаподчеркнул42,6,00001000000000101
2811,контрнаступление,5,0000000000000001
2812,уникальныеоткрытки,6,000000000100000001
2813,единицвооружения,6,0000010000000001
2814,перевозкаизготовление,6,000000001000000000001
2815,торжественныемероприятия,6,000000000000100000000001
2816,лет4571медальпобеды,7,0010001000001000001
2817,дальнийпоходрамках,7,000000100001000001
2818,начали,5,000001
2819,мая4года,6,00110001
2820,исполнительнойвласти,6,00000000000001000001
2821,движениетранспортачисле,7,00000001000000000100001
2822,специальную,5,00000000001
2823,почтамтах,5,000000001
2824,которомприняли3512,6,000000100000010001
2825,начальникаработеличным,7,0000000001000001000001
2826,ребенок518каждый,6,0000001001000001
2827,05оперативникиунк,6,01000000000001001
